町コード,区,町名,総数,0-4歳,5-9歳,10-14歳,15-19歳,20-24歳,25-29歳,30-34歳,35-39歳,40-44歳,45-49歳,50-54歳,55-59歳,60-64歳,65-69歳,70-74歳,75-79歳,80-84歳,85歳以上,世帯数
26435,駿河区,みずほ五丁目,711,30,34,30,40,40,32,35,51,71,66,44,37,33,54,37,34,26,17,331
26440,駿河区,下川原,16,0,2,3,0,0,0,0,3,3,0,1,0,0,3,0,1,0,0,5
26441,駿河区,下川原一丁目,864,35,41,39,54,41,35,64,66,53,68,47,51,61,81,56,34,17,21,341
26442,駿河区,下川原二丁目,2003,76,73,77,113,105,97,105,106,160,166,157,90,108,165,118,139,97,51,833
26443,駿河区,下川原三丁目,1389,45,60,68,64,64,61,61,110,114,116,86,78,95,106,104,72,42,43,575
26444,駿河区,下川原四丁目,1094,35,73,59,64,69,47,65,83,88,84,72,51,69,93,62,36,30,14,456
26445,駿河区,下川原五丁目,1477,64,68,79,66,90,78,84,98,131,121,90,72,89,121,74,62,43,47,622
26446,駿河区,下川原六丁目,1166,59,40,45,46,65,67,59,78,94,87,66,59,91,108,84,46,43,29,515
26448,駿河区,下川原南,401,39,27,22,15,27,32,48,47,38,38,26,9,7,4,6,6,5,5,176
26450,駿河区,桃園町,1728,67,67,72,92,71,85,96,117,129,151,90,99,125,168,122,82,58,37,827
26461,駿河区,広野一丁目※秘5,850,35,39,44,46,41,33,55,58,70,66,50,48,57,80,40,45,16,27,335
26462,駿河区,広野二丁目,920,41,47,63,57,30,30,44,58,88,86,42,54,49,90,55,50,12,24,335
26463,駿河区,広野三丁目,724,24,33,40,33,37,30,45,38,67,71,40,44,39,58,48,39,26,12,324
26464,駿河区,広野四丁目,828,16,36,34,40,42,32,36,38,41,69,65,63,57,71,52,55,45,36,328
26465,駿河区,広野五丁目,972,26,42,40,48,28,36,47,64,76,63,61,65,61,100,83,54,42,36,393
26466,駿河区,広野六丁目,868,42,44,55,43,41,53,61,54,94,77,39,44,47,60,39,40,23,12,358
26480,駿河区,光陽町,245,7,12,10,16,9,8,16,16,20,19,14,19,14,19,17,18,7,4,101
26601,駿河区,用宗一丁目,916,26,47,39,32,35,52,41,61,73,61,54,40,53,77,75,75,40,35,436
26602,駿河区,用宗二丁目,674,19,30,27,33,30,30,26,46,52,52,37,37,49,74,38,38,28,28,288
26603,駿河区,用宗三丁目,853,16,24,24,37,33,31,41,46,51,66,47,53,65,103,54,47,54,61,389
26604,駿河区,用宗四丁目,963,20,24,24,42,43,29,32,36,70,67,71,69,57,102,68,70,67,72,436
26605,駿河区,用宗五丁目,853,27,34,30,41,34,23,47,37,49,45,49,63,67,84,48,62,52,61,381
26610,駿河区,用宗巴町,23,2,0,1,2,3,0,4,0,3,3,0,0,1,1,3,0,0,0,10
26620,駿河区,用宗城山町,32,0,0,0,0,1,1,0,1,2,1,2,2,2,9,2,4,2,3,18
26625,駿河区,用宗小石町,104,4,6,4,4,3,6,6,13,6,6,5,8,4,12,7,3,6,1,37
26640,駿河区,青木,1590,55,49,50,49,92,116,98,95,105,122,80,98,114,152,99,91,56,69,706
26650,駿河区,大和田,175,5,3,3,5,10,10,9,14,9,11,12,12,7,24,16,10,7,8,69
26660,駿河区,小坂,778,21,32,16,29,26,47,35,30,35,36,51,62,59,71,47,54,62,65,300
26662,駿河区,小坂二丁目,15,0,0,0,0,1,3,1,1,0,0,2,5,1,0,0,0,1,0,5
26663,駿河区,小坂三丁目,25,0,0,1,2,1,1,0,0,3,1,2,2,2,4,2,3,0,1,10
26670,駿河区,石部,920,17,30,35,40,36,32,25,34,51,69,75,59,60,93,71,75,65,53,388
26800,駿河区,向敷地,5357,201,259,273,267,208,199,238,348,416,405,331,304,320,446,364,332,250,196,2180
26820,駿河区,手越,2450,123,126,120,117,96,94,147,162,211,201,142,126,131,176,164,144,88,82,962
26830,駿河区,手越原,1669,54,47,50,93,96,116,122,88,107,134,116,83,127,141,110,63,53,69,753
26840,駿河区,鎌田,3508,139,140,131,149,139,153,184,228,288,317,225,180,207,315,240,226,143,104,1525
26850,駿河区,寺田,1787,62,90,69,77,87,68,97,105,157,151,103,103,92,155,123,124,78,46,747
26860,駿河区,丸子,2629,91,130,74,90,130,123,112,146,176,152,126,169,189,289,188,188,123,133,1159
26861,駿河区,丸子一丁目,1122,44,46,31,35,49,50,62,63,71,79,79,68,78,100,83,88,57,39,483
26862,駿河区,丸子二丁目,1259,31,44,68,55,49,46,42,61,89,103,80,70,59,127,102,116,68,49,613
26863,駿河区,丸子三丁目,1148,53,58,71,88,53,54,59,68,81,98,85,49,57,67,65,50,45,47,486
26864,駿河区,丸子四丁目,943,19,35,59,70,47,23,30,40,70,85,73,61,40,69,63,70,56,33,386
26865,駿河区,丸子五丁目,923,11,15,43,40,37,32,21,37,73,72,62,62,44,73,93,95,70,43,393
26866,駿河区,丸子六丁目,977,47,53,52,43,33,54,57,61,86,82,44,39,72,69,65,54,32,34,406
26867,駿河区,丸子七丁目,600,20,23,22,25,24,17,33,25,39,40,45,29,36,56,35,55,40,36,228
26871,駿河区,北丸子一丁目,526,18,23,21,24,33,27,38,32,47,46,18,27,32,34,36,38,22,10,255
26872,駿河区,北丸子二丁目,1312,55,57,63,54,64,66,89,91,95,101,62,66,90,123,89,65,39,43,525
26880,駿河区,宇津ノ谷,124,0,1,1,3,4,9,2,8,5,5,7,5,8,26,12,7,11,10,49
26890,駿河区,丸子芹が谷町,787,29,36,36,36,34,38,41,47,60,46,40,45,61,80,67,39,22,30,323
10103,清水区,愛染町,10,0,0,0,0,0,0,0,0,1,2,1,0,0,2,1,1,2,0,6
10104,清水区,相生町,245,1,1,2,2,13,7,12,7,10,11,22,18,20,24,16,15,26,38,156
10105,清水区,旭町,180,5,4,1,5,9,14,9,10,16,12,7,12,10,23,20,9,7,7,116
10109,清水区,島崎町,278,7,12,7,14,16,17,17,10,22,13,21,22,13,17,27,20,13,10,137
10112,清水区,田町,233,8,14,12,8,6,13,15,15,24,7,12,15,11,18,21,12,14,8,100
10118,清水区,真砂町,510,27,23,14,19,25,22,32,42,33,51,41,23,23,44,31,24,14,22,270
10119,清水区,宮下町,969,30,30,29,63,43,46,37,44,65,74,75,60,64,94,72,70,50,23,455
10125,清水区,辻一丁目,801,39,36,36,35,41,24,47,62,70,90,75,56,55,47,23,29,13,23,369
10126,清水区,辻二丁目,632,21,24,17,31,23,24,32,39,41,35,39,41,37,67,30,42,38,51,290
10127,清水区,辻三丁目,509,12,7,14,13,26,26,22,21,18,33,30,44,42,47,45,38,34,37,222
10128,清水区,辻四丁目,748,27,29,39,38,20,33,37,47,46,44,37,55,56,88,34,37,43,38,299
10129,清水区,辻五丁目,364,11,13,13,14,19,15,17,12,17,29,22,41,27,27,22,21,28,16,157
10130,清水区,矢倉町,454,23,13,15,12,11,28,25,43,23,37,19,24,30,35,25,35,29,27,211
10131,清水区,秋吉町,593,12,22,31,23,15,31,22,40,36,37,35,40,42,75,38,24,25,45,256
10210,清水区,江尻台町,918,39,35,47,55,43,40,39,60,82,64,91,46,58,71,53,39,32,24,401
10218,清水区,小芝町,346,10,7,23,18,7,14,12,14,23,28,30,17,24,39,16,26,17,21,165
10223,清水区,巴町,356,14,12,6,10,15,11,12,23,30,22,17,23,16,39,30,27,27,22,195
10225,清水区,二の丸町,513,9,17,27,25,21,11,10,26,38,41,40,30,44,52,31,32,32,27,231
10229,清水区,江尻町,708,18,23,28,23,23,28,46,23,49,46,50,41,58,64,44,50,39,55,318
10230,清水区,江尻東一丁目,493,17,18,21,23,16,19,15,21,37,43,46,23,27,43,32,32,32,28,214
10231,清水区,江尻東二丁目,340,7,10,7,13,20,10,16,20,21,33,20,13,23,43,22,25,19,18,148
10232,清水区,江尻東三丁目,458,10,14,26,17,13,17,26,18,39,43,23,33,28,41,33,31,28,18,208
10233,清水区,永楽町,697,22,31,32,36,28,17,18,39,62,67,55,49,46,55,39,36,24,41,293
10234,清水区,銀座,430,7,6,9,9,25,19,21,21,33,29,24,28,29,48,35,31,23,33,231
10235,清水区,宝町,482,14,23,31,22,19,9,17,16,43,44,37,29,36,37,33,29,21,22,195
10236,清水区,本郷町,548,6,18,22,15,12,17,33,24,35,31,34,44,43,55,48,41,33,37,280
10237,清水区,宮代町,371,9,8,8,16,23,20,14,16,20,26,29,29,36,33,22,24,24,14,160
10238,清水区,天神一丁目,339,7,9,14,21,13,16,19,15,19,30,29,29,27,30,16,21,10,14,142
10239,清水区,天神二丁目,182,6,4,4,5,19,15,18,11,13,15,7,5,11,20,8,10,5,6,102
10240,清水区,大手一丁目,338,8,14,15,15,8,15,18,13,17,17,18,24,33,35,21,19,20,28,148
10241,清水区,大手二丁目,259,7,7,7,13,7,10,16,9,10,16,11,16,28,30,23,15,12,22,115
10242,清水区,大手三丁目,253,4,8,10,5,11,14,11,8,14,15,17,21,28,11,12,20,18,26,118
10301,清水区,青葉町,869,44,58,49,48,32,43,58,60,76,68,53,50,35,63,37,42,31,22,357
10303,清水区,入江岡町,544,16,20,17,28,27,24,12,36,28,39,41,32,33,63,38,26,29,35,251
10304,清水区,恵比寿町,364,13,12,20,13,16,23,21,14,34,23,24,22,23,24,32,24,16,10,153
10307,清水区,上清水町,720,16,21,24,34,31,28,43,31,38,39,33,47,64,65,55,56,31,64,301
10308,清水区,桜が丘町,556,12,34,29,27,23,18,20,28,42,46,36,30,47,42,37,25,23,37,246
10309,清水区,桜橋町,535,18,21,24,31,31,24,33,22,41,37,35,32,32,30,39,34,24,27,226
10311,清水区,千歳町,1570,65,44,70,47,66,54,85,97,110,126,113,126,132,167,79,71,67,51,735
10312,清水区,西高町,997,44,48,44,41,41,51,61,60,72,77,80,54,57,74,55,56,44,38,439
10314,清水区,淡島町,267,13,9,4,8,7,14,14,15,26,17,19,14,25,21,16,15,12,18,120
10315,清水区,入江一丁目,572,14,21,31,28,19,15,26,32,33,44,45,41,32,45,28,40,34,44,245
10316,清水区,入江二丁目,395,9,13,26,17,9,8,19,21,35,23,28,22,22,52,30,22,14,25,167
10317,清水区,入江三丁目,518,17,25,22,18,19,16,31,33,38,27,32,21,43,59,33,27,24,33,239
10318,清水区,入江南町,591,7,12,24,31,15,23,22,20,34,46,38,30,43,64,57,57,26,42,275
10319,清水区,追分一丁目,685,24,28,44,30,29,29,21,34,57,72,37,40,46,54,37,34,31,38,299
10320,清水区,追分二丁目,999,23,38,49,51,65,68,47,46,68,76,67,77,54,67,59,56,46,42,415
10321,清水区,追分三丁目,471,13,23,12,18,19,19,30,33,32,36,26,32,34,35,29,32,23,25,219
10322,清水区,新富町,456,3,10,11,21,17,13,15,14,34,39,30,18,34,53,41,38,31,34,225
10323,清水区,鶴舞町,599,27,31,26,29,19,31,35,40,50,49,34,34,36,46,46,26,24,16,242
10324,清水区,西大曲町,574,9,10,14,32,30,32,20,22,38,37,44,42,49,45,40,34,33,43,266
10325,清水区,東大曲町,397,8,18,16,20,15,29,15,23,34,32,12,26,28,33,32,18,18,20,190
10326,清水区,元城町,404,10,9,14,18,29,21,19,11,17,34,28,32,25,28,27,37,20,25,180
10328,清水区,追分四丁目,1098,57,67,54,40,37,64,53,74,74,75,73,51,54,51,61,101,60,52,445
10330,清水区,浜田町,569,13,18,23,26,13,24,20,24,41,39,36,39,44,58,33,40,51,27,261
10331,清水区,春日一丁目,355,6,9,10,17,17,44,29,20,28,22,29,22,21,17,16,21,12,15,191
10332,清水区,春日二丁目,268,8,6,6,8,11,12,12,18,24,31,24,16,12,20,17,24,15,4,144
10333,清水区,堂林一丁目,203,5,3,5,16,11,5,14,7,10,23,12,17,17,16,12,15,10,5,84
10334,清水区,堂林二丁目,991,39,36,50,55,44,36,50,58,81,64,75,55,43,89,64,61,51,40,410
10335,清水区,大坪一丁目,398,9,5,9,15,26,42,16,15,25,24,33,37,27,37,30,16,16,16,211
10336,清水区,大坪二丁目,438,17,21,21,20,21,20,15,24,35,40,26,26,32,38,30,20,14,18,187
10404,清水区,上一丁目,508,11,7,11,20,18,20,14,15,22,37,33,40,40,68,43,38,35,36,249
10405,清水区,上二丁目,374,4,9,13,12,8,16,12,29,21,31,21,17,25,57,25,28,24,22,174
10407,清水区,清水町,341,8,7,5,9,14,18,13,21,14,16,24,22,28,45,23,21,29,24,159
10418,清水区,本町,282,4,5,11,12,5,13,8,11,15,21,18,21,16,30,27,21,21,23,129
10422,清水区,万世町一丁目,450,8,10,10,10,13,9,16,13,19,22,21,17,15,43,32,37,49,106,274
10423,清水区,万世町二丁目,409,5,11,19,27,17,12,10,19,30,42,32,29,25,43,29,20,24,15,194
10424,清水区,松井町,421,4,13,11,17,19,16,10,10,23,26,36,30,28,37,39,34,25,43,200
10425,清水区,港町一丁目,175,2,1,2,5,5,8,4,3,11,15,16,10,14,23,12,17,14,13,82
10426,清水区,港町二丁目,514,10,22,25,18,27,14,15,28,46,49,45,27,35,43,42,30,21,17,233
10429,清水区,美濃輪町,233,1,2,4,9,15,2,4,9,5,18,20,14,10,21,22,29,32,16,94
10430,清水区,八千代町,853,15,31,34,32,47,35,30,38,70,59,53,54,62,92,65,55,38,43,362
10433,清水区,日の出町,12,0,0,0,0,1,0,1,1,0,0,0,0,2,2,0,1,1,3,6
10434,清水区,築地町,171,4,3,6,3,8,17,6,5,9,20,7,11,12,12,14,18,11,5,91
10435,清水区,富士見町,121,3,3,1,3,3,5,2,7,4,4,6,8,13,20,11,7,13,8,63
10436,清水区,入船町,367,4,9,15,13,8,16,13,13,31,27,19,19,26,38,35,36,26,19,169
10437,清水区,松原町,218,2,5,11,8,1,5,14,19,25,20,12,15,17,23,11,12,5,13,106
10501,清水区,梅田町,560,18,22,19,35,25,20,21,33,33,42,25,42,29,60,47,41,18,30,244
10502,清水区,梅が岡,431,16,12,13,21,13,18,24,24,34,41,23,27,19,45,20,31,21,29,191
10503,清水区,岡町,681,26,22,31,32,25,43,51,28,38,55,36,48,54,49,45,35,31,32,314
10504,清水区,北矢部,630,32,32,22,25,35,27,32,33,41,38,44,33,45,52,40,47,31,21,262
10505,清水区,北矢部町一丁目,912,33,42,51,47,35,35,53,62,76,77,43,53,49,73,59,48,39,37,373
10506,清水区,北矢部町二丁目,646,30,25,26,34,20,23,34,39,57,49,42,38,42,50,32,35,40,30,276
10507,清水区,木の下町,1009,56,38,51,69,64,50,64,52,75,88,70,61,48,54,61,44,41,23,410
10508,清水区,幸町,837,11,26,49,37,32,34,28,49,66,70,47,56,57,77,65,54,36,43,356
10509,清水区,三光町,453,23,29,14,33,21,30,20,26,24,32,32,27,30,30,13,25,22,22,186
10511,清水区,下清水町,577,19,25,21,28,28,23,30,26,48,43,41,38,29,45,29,40,29,35,235
10512,清水区,清水村松地先新田,25,0,0,4,1,1,2,0,0,3,2,2,0,0,3,2,2,1,2,11
10513,清水区,新緑町,742,18,33,69,58,32,13,22,38,75,92,37,35,32,52,38,48,25,25,276
10514,清水区,沼田町,587,25,31,23,36,26,20,29,42,42,39,42,46,29,43,35,23,39,17,239
10515,清水区,日立町,1189,21,48,59,53,39,25,47,46,79,77,65,71,85,138,85,86,82,83,520
10516,清水区,船越,11,2,0,1,1,0,0,0,0,1,3,0,1,0,1,1,0,0,0,4
10519,清水区,南矢部,1045,34,37,35,46,40,42,62,69,82,70,53,66,67,111,80,66,46,39,473
10520,清水区,南岡町,533,17,26,30,23,27,14,24,36,37,43,29,29,32,49,39,32,21,25,216
10521,清水区,緑が丘町,961,24,32,40,28,40,49,41,52,54,45,70,72,52,99,58,73,60,72,426
10522,清水区,宮加三,2703,77,100,105,131,142,126,154,153,201,207,168,149,195,248,184,144,110,109,1216
10523,清水区,村松,1635,42,52,60,54,77,59,69,82,99,124,100,100,119,189,137,121,86,65,712
10524,清水区,村松原一丁目,464,11,10,13,15,20,20,19,23,25,34,37,26,37,49,40,27,27,31,222
10525,清水区,村松原二丁目,692,18,25,28,45,31,36,22,39,39,47,57,45,45,63,36,44,34,38,273
10526,清水区,村松原三丁目,548,12,20,26,24,18,24,29,25,38,41,42,38,48,42,30,31,28,32,236
10527,清水区,向田町,815,22,22,33,40,35,32,42,36,44,62,57,62,53,72,53,58,51,41,375
10528,清水区,神田町,985,31,37,55,54,45,35,44,34,70,100,85,47,61,77,66,57,46,41,426
10529,清水区,中矢部町,857,37,37,40,52,41,35,56,30,64,75,69,49,51,49,47,49,43,33,355
10530,清水区,月見町,1104,38,34,56,62,34,46,57,55,77,98,68,62,69,88,78,74,67,41,482
10531,清水区,大沢町,808,27,20,32,45,51,40,35,51,49,64,41,50,57,84,45,41,40,36,377
10532,清水区,川原町,1229,40,58,66,61,60,36,45,71,98,101,78,60,87,107,75,87,45,54,524
10533,清水区,村松一丁目※秘6,991,30,23,23,37,35,46,50,49,66,73,81,67,62,103,81,69,44,52,464
10534,清水区,船越南町,1389,49,74,76,63,52,54,57,98,122,104,67,64,85,121,104,98,51,50,562
10535,清水区,船越東町,819,27,44,38,39,23,29,48,53,54,56,51,48,50,61,67,57,42,32,348
10536,清水区,船原一丁目,773,10,21,27,39,36,46,29,27,42,57,49,58,46,61,63,61,52,49,329
10537,清水区,船原二丁目,970,30,29,29,61,39,37,55,48,59,79,72,61,57,79,81,53,52,49,417
10538,清水区,庄福町,626,14,20,24,28,25,23,19,34,34,42,39,33,50,82,57,44,32,26,288
10539,清水区,上力町,522,8,21,12,25,25,21,26,24,30,32,46,36,36,41,44,32,31,32,234
10541,清水区,船越一丁目,518,26,33,23,19,24,33,28,29,31,40,35,29,32,30,24,32,30,20,217
10542,清水区,船越二丁目,414,16,21,19,16,10,19,30,30,31,25,15,24,25,32,32,24,20,25,203
10543,清水区,船越三丁目,689,39,42,29,34,33,33,40,46,60,58,34,27,38,42,55,33,22,24,294
10601,清水区,折戸,1121,23,40,60,77,63,27,39,65,89,109,63,57,79,122,74,56,39,39,470
10602,清水区,駒越,20,0,0,0,0,0,0,0,0,0,1,1,3,5,4,0,3,3,0,18
10603,清水区,増,205,4,7,5,5,8,13,12,8,14,8,11,20,18,26,11,9,13,13,70
10604,清水区,蛇塚,143,2,3,3,7,11,8,4,3,2,12,15,8,10,16,13,12,3,11,53
10605,清水区,三保,8563,208,267,308,413,485,349,403,420,564,584,493,500,611,886,583,593,433,463,4120
10606,清水区,駒越北町,550,11,15,27,24,28,32,20,27,46,38,41,42,28,52,32,30,37,20,236
10607,清水区,駒越東町,708,31,22,37,27,47,30,44,42,53,55,51,37,48,55,37,36,28,28,285
10608,清水区,駒越南町,566,20,27,20,21,21,25,33,34,44,47,30,41,33,46,41,30,30,23,244
10609,清水区,駒越中一丁目,976,38,42,34,42,50,43,51,53,63,56,69,77,75,85,51,44,51,52,391
10610,清水区,駒越中二丁目,1157,27,42,54,55,52,43,54,67,90,109,72,59,72,105,84,77,56,39,512
10611,清水区,駒越西一丁目,530,18,23,22,20,24,29,33,24,40,52,37,32,28,45,32,25,29,17,213
10612,清水区,駒越西二丁目,335,6,17,16,14,13,10,11,21,29,24,14,18,21,26,33,28,20,14,153
10613,清水区,港南町,905,9,35,34,49,28,38,21,45,48,60,51,56,60,100,107,76,44,44,404
10614,清水区,殿沢一丁目,794,19,27,42,40,57,36,32,41,57,49,38,46,55,92,54,47,38,24,348
10615,清水区,殿沢二丁目,516,13,20,19,20,28,23,18,25,42,36,31,25,25,55,53,45,16,22,245
10616,清水区,迎山町,694,12,32,36,33,21,14,24,32,57,57,34,30,53,42,70,70,39,38,279
10617,清水区,折戸一丁目,584,20,16,18,26,32,21,32,28,33,57,37,34,43,66,38,41,23,19,268
10618,清水区,折戸二丁目,709,16,18,31,30,45,32,23,31,57,49,50,33,48,65,53,55,40,33,329
10619,清水区,折戸三丁目,771,17,19,32,126,115,28,28,26,49,48,28,19,20,53,58,56,26,23,498
10620,清水区,折戸四丁目,669,12,26,15,35,57,40,25,24,47,40,41,38,38,57,58,56,34,26,326
10621,清水区,折戸五丁目,607,8,15,14,20,36,21,22,22,30,31,39,46,41,59,39,53,36,75,332
10701,清水区,石川,1150,49,52,66,53,67,50,55,83,113,67,59,32,63,114,102,58,40,27,454
10703,清水区,高橋町,200,10,7,12,7,4,3,13,9,9,11,13,11,18,22,13,9,17,12,77
10705,清水区,蜂ヶ谷,2529,138,123,101,121,87,119,149,175,210,137,144,131,157,271,187,134,74,71,1017
10706,清水区,山原,2448,88,112,101,130,105,100,114,151,196,174,143,116,150,227,196,138,96,111,993
10707,清水区,八坂町,50,3,2,2,2,1,2,4,2,3,10,2,1,3,3,5,3,1,1,19
10708,清水区,高橋南町,858,26,49,36,38,28,27,35,57,63,78,42,45,60,76,67,75,31,25,359
10709,清水区,八坂南町,403,18,10,10,18,17,18,24,20,26,28,22,38,26,33,19,16,31,29,194
10710,清水区,八坂北一丁目,1141,60,58,63,70,59,47,66,94,91,91,63,65,63,86,64,42,30,29,422
10711,清水区,八坂北二丁目,982,50,60,52,41,43,48,66,72,88,72,61,63,65,65,43,36,29,28,408
10712,清水区,八坂東一丁目,676,23,33,43,45,30,28,36,32,59,42,43,38,53,50,41,28,30,22,274
10713,清水区,八坂東二丁目,752,25,23,29,36,29,47,28,40,54,70,45,48,53,54,38,49,40,44,316
10714,清水区,八坂西町,776,25,26,47,29,38,17,33,45,58,60,53,44,42,80,47,50,58,24,319
10715,清水区,高橋一丁目,1435,54,63,85,84,74,69,69,89,105,124,88,98,82,92,82,69,49,59,572
10716,清水区,高橋二丁目,660,21,25,17,23,29,24,34,40,45,61,41,44,33,60,51,56,27,29,299
10717,清水区,高橋三丁目,1003,41,46,41,56,43,66,61,63,81,78,62,60,63,63,44,62,35,38,392
10718,清水区,高橋四丁目,1141,42,34,38,47,49,68,49,65,82,79,70,61,63,104,92,80,51,67,509
10719,清水区,高橋五丁目,874,37,25,29,28,37,58,36,42,70,68,52,54,48,80,64,65,41,40,371
10720,清水区,高橋六丁目,326,13,11,6,10,14,26,21,20,20,18,19,23,24,26,20,24,19,12,143
10721,清水区,飯田町,317,5,14,17,9,10,13,13,15,31,24,17,20,18,27,27,22,19,16,131
10722,清水区,天王南,233,5,10,17,15,15,10,5,11,25,35,17,6,14,9,18,9,8,4,89
10723,清水区,下野東,1100,45,44,43,59,44,52,57,71,72,85,53,68,66,116,85,47,51,42,483
10724,清水区,下野西,916,31,28,46,45,37,33,49,52,71,66,52,45,65,93,65,61,33,44,368
10725,清水区,下野北※秘7,1135,43,52,48,56,52,44,47,56,93,89,69,52,60,114,87,103,37,33,467
10726,清水区,下野中,1300,57,58,49,67,55,65,65,80,115,106,75,73,67,117,95,70,46,40,543
10727,清水区,下野緑町,735,28,39,29,31,32,31,44,41,51,63,50,38,40,53,59,49,30,27,290
10728,清水区,下野町,1013,37,34,44,49,51,47,50,61,73,81,62,70,69,86,59,63,40,37,399
10729,清水区,弥生町,750,40,38,43,32,28,42,47,50,71,49,31,37,35,84,49,38,15,21,302
10730,清水区,天王東,629,34,31,25,17,27,53,44,47,56,39,37,41,29,56,32,21,20,20,284
10731,清水区,天王西,432,12,16,21,27,29,13,22,16,30,38,34,26,25,25,37,28,22,11,167
10732,清水区,石川本町,1162,77,66,66,62,45,60,92,85,97,103,60,58,67,76,56,44,24,24,484
10733,清水区,石川新町,1172,57,51,51,81,46,48,60,59,107,85,77,56,62,103,67,93,38,31,511
10734,清水区,蜂ヶ谷南町,638,28,28,39,26,25,43,33,48,54,49,45,36,26,57,43,26,17,15,265
10801,清水区,梅ヶ谷,4086,153,124,148,213,192,220,201,219,272,285,250,244,270,425,305,253,156,156,1653
10802,清水区,押切,6847,319,323,343,405,354,320,340,447,578,562,412,323,347,564,429,365,239,177,2778
10803,清水区,大内,977,33,46,29,33,47,31,41,52,67,86,60,60,60,116,60,69,42,45,354
10804,清水区,大内新田,126,6,2,6,4,8,12,7,11,9,10,10,5,5,11,9,5,4,2,54
10805,清水区,柏尾,1099,22,31,37,50,52,37,35,52,79,75,48,41,72,150,113,96,49,60,462
10806,清水区,鳥坂,1753,85,67,65,94,92,110,117,124,129,142,87,111,119,157,87,81,46,40,745
10807,清水区,能島,1528,66,70,75,70,67,92,82,101,122,103,89,93,116,141,78,86,42,35,661
10901,清水区,今泉,720,29,58,49,33,21,30,35,54,75,65,37,38,31,41,44,36,21,23,267
10902,清水区,上原,14,0,0,0,0,0,2,2,0,1,1,1,1,2,1,3,0,0,0,13
10903,清水区,有東坂,1224,63,63,69,39,49,67,85,79,83,103,70,78,66,85,59,65,50,51,512
10904,清水区,吉川,2849,132,97,107,111,134,197,181,206,171,189,164,179,180,256,177,174,118,76,1225
10905,清水区,北脇,2417,111,96,89,90,115,160,182,167,196,167,149,126,145,216,145,115,84,64,1033
10906,清水区,北脇新田,1863,96,89,82,76,73,139,128,148,151,135,88,93,106,164,89,94,63,49,798
10907,清水区,草薙,3952,122,173,164,172,183,154,166,223,292,289,278,204,235,320,330,305,186,156,1709
10908,清水区,楠,2174,164,115,89,79,81,132,198,176,179,145,114,117,118,155,112,83,63,54,884
10909,清水区,楠新田,2483,103,98,95,115,109,128,163,155,186,227,188,156,140,186,143,132,90,69,1051
10910,清水区,渋川,793,30,46,49,42,32,22,30,43,71,62,57,43,49,48,49,42,44,34,317
10911,清水区,長崎,2418,119,81,100,148,113,148,150,174,210,191,124,100,141,211,157,111,64,76,1045
10912,清水区,長崎新田,952,59,62,43,32,42,81,91,76,80,48,53,32,39,62,38,29,39,46,409
10913,清水区,七ッ新屋,717,39,35,35,35,38,35,55,56,64,56,41,36,39,40,35,30,28,20,302
10914,清水区,中之郷,67,2,0,5,4,0,3,5,4,8,5,3,4,7,4,3,2,3,5,28
10915,清水区,半左衛門新田,407,20,14,10,22,15,32,34,29,24,24,26,38,29,35,18,18,11,8,190
10916,清水区,堀込,423,25,21,8,18,18,29,47,38,36,33,18,18,16,30,28,20,10,10,193
10917,清水区,馬走,1220,39,44,38,61,50,63,72,64,88,80,69,88,95,113,97,75,44,40,530
10918,清水区,谷田,825,25,43,35,41,45,35,39,45,57,82,71,47,45,54,31,42,43,45,362
10919,清水区,有東坂一丁目,942,25,40,39,41,33,45,33,61,71,77,60,38,59,88,70,76,50,36,388
10920,清水区,有東坂二丁目,1119,38,42,58,52,35,46,45,65,94,96,74,68,51,81,87,79,58,50,454
10921,清水区,渋川一丁目,485,18,12,25,31,23,19,26,23,27,50,30,37,28,32,28,42,17,17,208
10922,清水区,渋川二丁目,578,33,26,23,25,36,30,33,49,35,31,35,39,30,47,35,27,20,24,235
10923,清水区,渋川三丁目,473,31,26,19,16,30,34,35,46,26,26,33,27,31,37,15,10,14,17,172
10924,清水区,馬走坂の上,253,10,2,15,5,3,7,7,13,24,13,12,14,8,27,28,30,22,13,116
10925,清水区,御門台,1259,44,47,57,67,61,57,60,55,79,104,98,78,49,97,81,82,79,64,528
10926,清水区,上原一丁目,164,3,4,4,7,10,6,14,5,12,11,11,8,13,17,13,9,9,8,72
10927,清水区,上原二丁目,614,32,38,35,30,15,14,38,37,56,52,43,26,30,34,43,31,35,25,254
10928,清水区,七ッ新屋一丁目,810,31,35,31,36,36,39,42,61,68,67,51,51,42,69,39,37,41,34,374
10929,清水区,七ッ新屋二丁目,550,26,20,27,31,33,44,33,35,46,30,37,25,23,33,21,27,31,28,239
10930,清水区,平川地,1158,30,36,53,55,52,37,58,66,86,86,57,78,76,100,80,67,73,68,515
10931,清水区,馬走北,558,22,27,15,16,25,25,20,28,42,34,37,35,38,52,45,35,27,35,264
10932,清水区,草薙一丁目,1140,41,28,31,43,66,58,56,72,73,106,83,87,82,82,71,43,52,66,554
10933,清水区,草薙二丁目,1424,45,47,53,91,85,82,73,65,99,125,104,95,66,84,78,102,63,67,623
10934,清水区,草薙三丁目,989,38,37,48,47,52,51,47,63,69,81,67,80,53,65,40,65,38,48,430
